,As75,Cd111,Co59,Cu65,DTF spain 2009 (1st experiment),DTF spain 2009 (2nd experiment),DTF sweden 2009 (1st experiment),DTF sweden 2009 (2nd experiment),DTFmainEffect2009,FT16,K39,Mg25,Mn55,Mo98,Na23,Ni60,P31,Rb85,S34,Se82,Zn66
ath_circ_016990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_001042,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_016524,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_007117,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_009074,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_015898,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_022696,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_027237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_045954,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_030532,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_035941,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ath_circ_017814,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ath_circ_034402,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_018455,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_014629,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_006289,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_041671,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_032264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_018233,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_045278,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_023004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_031963,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_005743,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_019825,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_031566,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_030824,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_035376,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_044979,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_030522,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_030910,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_036002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_037109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_018664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_033978,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_007733,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_031774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_021810,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ath_circ_044451,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_023545,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_031823,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_038309,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_022385,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ath_circ_028726,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_008684,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_009047,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ath_circ_011301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_031570,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_043125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_036623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_036559,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_011364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_021612,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_019252,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_018831,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_000433,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_028330,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_032261,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_026690,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ath_circ_032251,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_031272,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ath_circ_043342,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_031147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ath_circ_004766,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_023638,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_032703,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_008588,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_002511,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ath_circ_026464,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_000755,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_016527,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_008019,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_012531,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ath_circ_005198,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_004122,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ath_circ_044346,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_000367,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_003124,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_019839,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_040178,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_042534,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_005984,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_039773,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ath_circ_010564,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_017208,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_007195,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
ath_circ_017338,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_040567,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_046124,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_018018,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_037834,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_025865,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_002572,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_044249,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_039227,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_011321,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_018308,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_009348,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ath_circ_039407,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ath_circ_034997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
ath_circ_040824,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_004796,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ath_circ_043574,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_013667,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_029890,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_014933,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_013745,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_031265,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_034246,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_016788,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ath_circ_022711,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_042513,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_009325,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
ath_circ_008943,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_044063,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_021257,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_023745,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ath_circ_029401,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_038662,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_034489,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ath_circ_036518,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_015597,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_028460,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ath_circ_043865,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_002435,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_036941,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_000665,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_035957,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ath_circ_042594,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_006673,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ath_circ_016556,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ath_circ_021453,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_037385,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_035006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_019217,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_016085,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_009922,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ath_circ_039165,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_028727,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_015298,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_024229,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_023962,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_015188,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_027507,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_039518,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_002785,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_015665,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_038523,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_035153,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_015158,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_042503,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_001459,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_027947,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_035138,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ath_circ_043705,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_024050,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_003427,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_011332,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_013243,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_021191,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_036591,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_026555,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_000404,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ath_circ_000943,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_039843,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_035126,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_004620,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_042576,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_014173,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ath_circ_007180,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ath_circ_040958,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_020370,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_043561,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_027028,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_039179,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_021954,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_045936,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ath_circ_018241,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ath_circ_014697,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ath_circ_024085,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_005078,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_020746,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_001168,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_015053,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ath_circ_019017,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ath_circ_029416,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_006093,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_039629,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_017862,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_042550,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_009750,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_030699,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ath_circ_016199,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_019189,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_033905,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_023974,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ath_circ_000956,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_021502,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_026794,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_015569,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_023468,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_000437,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_032140,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_037785,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_005986,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_032151,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_040449,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_019293,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ath_circ_010409,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ath_circ_018267,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_010713,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_003807,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ath_circ_001755,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_030116,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ath_circ_017935,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ath_circ_016188,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_037792,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_031676,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_012536,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_039426,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_018132,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_035925,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_019113,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_002013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_038338,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_038126,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_009744,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_006129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_019285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_018649,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_035938,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_041585,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_015555,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_015237,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_036068,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_023322,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_003331,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_016511,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_027676,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_038809,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_034937,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_003926,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_036119,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_005048,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_026541,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ath_circ_027981,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_026801,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_016705,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_020080,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_008137,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_003078,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_041650,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_004625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_002420,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_014361,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ath_circ_030651,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_012615,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_032630,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_043677,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_010774,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_012793,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_014590,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_035795,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_026450,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ath_circ_008930,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_005557,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_014755,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_004121,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_037316,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_026121,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_014758,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_026448,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
