,As75,Cd111,Co59,Cu65,DTF spain 2009 (1st experiment),DTF spain 2009 (2nd experiment),DTF sweden 2009 (1st experiment),DTF sweden 2009 (2nd experiment),DTFmainEffect2009,FT16,K39,Mg25,Mn55,Mo98,Na23,Ni60,P31,Rb85,S34,Se82,Zn66
ath_circ_042128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_003067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_033323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_032894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_006636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_002043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_004417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
ath_circ_032521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_043339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_012470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_027392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_008378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_040688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_037138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_045752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_017642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_004828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ath_circ_037734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_003773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_030011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_014593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_033769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_030634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_023950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_026358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_038202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_015596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_030915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_009642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_014422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_037201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_031577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_016526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_001934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_042575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_029893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_040056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ath_circ_013597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_027369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_019390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_003960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_030430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_020568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_030361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
ath_circ_045578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_040249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_014441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_007399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_017752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
ath_circ_006355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_026680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_044684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_019098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_019175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_019469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_000672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_020592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_014985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_032007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_014708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
ath_circ_041813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_036765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_037818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
ath_circ_000076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_032646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_044402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_004447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_018173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_029195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_000630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_017703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_002359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_009342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_031941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_002455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_023129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_031524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_002023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
ath_circ_029334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_044091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_016795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_038640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_014663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_005998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_029709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_007528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_033790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_042565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_017844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_014606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_010406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_032187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_032263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_031080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_027848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_016045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_010311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_032069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_020789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_046208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_030909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_018749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_033112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_004428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_033519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_014702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_008486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_033857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_026727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_034412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_031220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_016259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_005657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_026319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_007897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_030779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_028542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_045369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_017757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_018293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_031688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_038495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_011308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_004843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_012500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_011373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_003095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_020694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_011375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_008628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_037466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_033294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_014902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_040055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_010900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_018360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_020778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_013408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_038676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_005528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_042562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_017634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_014193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_046232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_015642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_030322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_019261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_001890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_007647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_027816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_039094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_011303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_010511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_035711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_036066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_017778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_000658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_044805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_016174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_028568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_045766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_029774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_038233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_010249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_034586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_031496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_040620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_034812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_010076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_004089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_024230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_041964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_021538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_044194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_005889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_018070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_003952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_040004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_023944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_033256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_033109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_040647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_046307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_022131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_010216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_014266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_000824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_009967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_034516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_015988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_034645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_012960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_017028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_016724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_043248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_032597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_023479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_041960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_028698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_031020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_033218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_029986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_009496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_044525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_039993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_039806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_045988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_031231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_027089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_012746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_023120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_037100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_022325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_032695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_013808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_038616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_011383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ath_circ_032243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_009856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_003360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_021002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_045700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_007735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_041780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_045735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_005812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_001514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_021822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_021513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_043656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_039609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_013947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_036666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_015301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_000616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_040492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_018559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_041331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_006358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_040637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_041503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_036814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_037351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_042704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_002911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_042471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_043625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_022425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_044339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_044468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_042700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_040424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_043202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_037728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_016514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_035522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_014127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_009066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_003086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_017706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_035773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_006132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_033950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_040960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_018704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_031838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_037375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_017344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_021796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_041761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_006282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
